Phytochemical,Link
Isothujanol,https://neist.res.in/osadhi/phytodetail.php?phyto=Isothujanol
ISOTHYMOL,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOTHYMOL
Isothymol isobutyrate,https://neist.res.in/osadhi/phytodetail.php?phyto=Isothymol+isobutyrate
Isothymusin,https://neist.res.in/osadhi/phytodetail.php?phyto=Isothymusin
ISOTILIARINE,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOTILIARINE
Isotrilobine,https://neist.res.in/osadhi/phytodetail.php?phyto=Isotrilobine
ISOTUBULOSINE,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOTUBULOSINE
Isotussilagine,https://neist.res.in/osadhi/phytodetail.php?phyto=Isotussilagine
Isounonal,https://neist.res.in/osadhi/phytodetail.php?phyto=Isounonal
isouvaretin,https://neist.res.in/osadhi/phytodetail.php?phyto=isouvaretin
ISOVALEIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVALEIC-ACID
Isovalencenol,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovalencenol
ISOVALERALDEHYDE,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVALERALDEHYDE
ISOVALERIANIC ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVALERIANIC+ACID
Isovaleric Acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovaleric+Acid
ISOVALERIC ACID ETHYL ESTER,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVALERIC+ACID+ETHYL+ESTER
"Isovaleric acid, heptadecyl ester",https://neist.res.in/osadhi/phytodetail.php?phyto=Isovaleric+acid%2C+heptadecyl+ester
"Isovaleric acid, pentadecyl ester",https://neist.res.in/osadhi/phytodetail.php?phyto=Isovaleric+acid%2C+pentadecyl+ester
"Isovaleric acid, tetradecyl ester",https://neist.res.in/osadhi/phytodetail.php?phyto=Isovaleric+acid%2C+tetradecyl+ester
"Isovaleric acid, tridecyl ester",https://neist.res.in/osadhi/phytodetail.php?phyto=Isovaleric+acid%2C+tridecyl+ester
isovaleric acid-ester,https://neist.res.in/osadhi/phytodetail.php?phyto=isovaleric+acid-ester
ISOVALERIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVALERIC-ACID
ISOVALERIC-ACID-N-OCTYL-ESTER,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVALERIC-ACID-N-OCTYL-ESTER
ISOVALERONITRILE,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVALERONITRILE
Isovallesiachotamine,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovallesiachotamine
Isovaltratum,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovaltratum
Isovanillic Acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovanillic+Acid
Isovanillin,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovanillin
Isovelleral,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovelleral+
Isoverbascoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Isoverbascoside
Isoverticine,https://neist.res.in/osadhi/phytodetail.php?phyto=Isoverticine
Isovitexin,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovitexin
isovitexin 8-C-beta-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=isovitexin+8-C-beta-glucoside
Isovitexin-2'-O-Alpha-L-Arabinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovitexin-2%27-O-Alpha-L-Arabinoside
ISOVITEXIN-2'-O-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOVITEXIN-2%27-O-RHAMNOSIDE
Isovolubilin,https://neist.res.in/osadhi/phytodetail.php?phyto=Isovolubilin+
Isowighteone,https://neist.res.in/osadhi/phytodetail.php?phyto=Isowighteone
isowighteone hydrate,https://neist.res.in/osadhi/phytodetail.php?phyto=isowighteone+hydrate
Isowigtheone hydrate,https://neist.res.in/osadhi/phytodetail.php?phyto=Isowigtheone+hydrate
Isoxanthanol,https://neist.res.in/osadhi/phytodetail.php?phyto=Isoxanthanol
isoxanthochymol,https://neist.res.in/osadhi/phytodetail.php?phyto=isoxanthochymol
ISOXAZOL-4-OL,https://neist.res.in/osadhi/phytodetail.php?phyto=ISOXAZOL-4-OL
Itaconic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Itaconic+acid
Italicene ether,https://neist.res.in/osadhi/phytodetail.php?phyto=Italicene+ether+
ITRABIN,https://neist.res.in/osadhi/phytodetail.php?phyto=ITRABIN
IVHD-valtrate,https://neist.res.in/osadhi/phytodetail.php?phyto=IVHD-valtrate
Ixocarpalactone A,https://neist.res.in/osadhi/phytodetail.php?phyto=Ixocarpalactone+A
Ixocarpanolide,https://neist.res.in/osadhi/phytodetail.php?phyto=Ixocarpanolide
Ixoric acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Ixoric+acid
Ixoroside,https://neist.res.in/osadhi/phytodetail.php?phyto=Ixoroside
Ixoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Ixoside
Izalpinin,https://neist.res.in/osadhi/phytodetail.php?phyto=Izalpinin
JACEIDIN-7-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=JACEIDIN-7-RHAMNOSIDE
Jacein,https://neist.res.in/osadhi/phytodetail.php?phyto=Jacein
jaceosidin,https://neist.res.in/osadhi/phytodetail.php?phyto=jaceosidin
Jacobine,https://neist.res.in/osadhi/phytodetail.php?phyto=Jacobine
Jacoline,https://neist.res.in/osadhi/phytodetail.php?phyto=Jacoline
Jacoumaric acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Jacoumaric+acid
JACOUMARIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=JACOUMARIC-ACID
JACQUILENIN,https://neist.res.in/osadhi/phytodetail.php?phyto=JACQUILENIN
JAESCHKEANADIOL,https://neist.res.in/osadhi/phytodetail.php?phyto=JAESCHKEANADIOL
Jalapin,https://neist.res.in/osadhi/phytodetail.php?phyto=Jalapin
JALAPINOLIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=JALAPINOLIC-ACID
Jalaric ester I,https://neist.res.in/osadhi/phytodetail.php?phyto=Jalaric+ester+I
Jalaric ester II,https://neist.res.in/osadhi/phytodetail.php?phyto=Jalaric+ester+II
JALIGONIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=JALIGONIC-ACID
Jamaicin,https://neist.res.in/osadhi/phytodetail.php?phyto=Jamaicin
Jamtine-N-oxide,https://neist.res.in/osadhi/phytodetail.php?phyto=Jamtine-N-oxide
Janerin,https://neist.res.in/osadhi/phytodetail.php?phyto=Janerin
Jangomolide,https://neist.res.in/osadhi/phytodetail.php?phyto=Jangomolide
Jasmesoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Jasmesoside
Jasmine lactone,https://neist.res.in/osadhi/phytodetail.php?phyto=Jasmine+lactone+
JASMININE,https://neist.res.in/osadhi/phytodetail.php?phyto=JASMININE
JASMOLIN 1,https://neist.res.in/osadhi/phytodetail.php?phyto=JASMOLIN+1
Jasmonic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=Jasmonic+acid
jasmonic-acid,https://neist.res.in/osadhi/phytodetail.php?phyto=jasmonic-acid
JATAMANSIN,https://neist.res.in/osadhi/phytodetail.php?phyto=JATAMANSIN
JATAMANSINOL,https://neist.res.in/osadhi/phytodetail.php?phyto=JATAMANSINOL
Jateorin,https://neist.res.in/osadhi/phytodetail.php?phyto=Jateorin
Jatrogrossidione,https://neist.res.in/osadhi/phytodetail.php?phyto=Jatrogrossidione
Jatrophadiketone,https://neist.res.in/osadhi/phytodetail.php?phyto=Jatrophadiketone
Jatrophalactone,https://neist.res.in/osadhi/phytodetail.php?phyto=Jatrophalactone
JATROPHAM,https://neist.res.in/osadhi/phytodetail.php?phyto=JATROPHAM
JATROPHATRIONE,https://neist.res.in/osadhi/phytodetail.php?phyto=JATROPHATRIONE
Jatrophodione A,https://neist.res.in/osadhi/phytodetail.php?phyto=Jatrophodione+A
Jatropholone A,https://neist.res.in/osadhi/phytodetail.php?phyto=Jatropholone+A
jatropholone B,https://neist.res.in/osadhi/phytodetail.php?phyto=jatropholone+B
Jatrophon,https://neist.res.in/osadhi/phytodetail.php?phyto=Jatrophon
Jatrorrhizine,https://neist.res.in/osadhi/phytodetail.php?phyto=Jatrorrhizine
Javacarboline,https://neist.res.in/osadhi/phytodetail.php?phyto=Javacarboline
Javanicin,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicin
Javanicin B,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicin+B
Javanicin K,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicin+K
Javanicin N,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicin+N
Javanicin P,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicin+P
Javanicin T,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicin+T
Javanicinoside E,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinoside+E
Javanicinoside G,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinoside+G
Javanicinosides B,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+B
Javanicinosides C,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+C
Javanicinosides D,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+D
Javanicinosides F,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+F
Javanicinosides H,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+H
Javanicinosides I,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+I
Javanicinosides J,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+J
Javanicinosides K,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicinosides+K
Javanicins E,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicins+E
Javanicins H,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicins+H
Javanicins U,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicins+U
Javanicins X,https://neist.res.in/osadhi/phytodetail.php?phyto=Javanicins+X
Javlor,https://neist.res.in/osadhi/phytodetail.php?phyto=Javlor+
Jervine,https://neist.res.in/osadhi/phytodetail.php?phyto=Jervine
Jesaconitine,https://neist.res.in/osadhi/phytodetail.php?phyto=Jesaconitine
jetein,https://neist.res.in/osadhi/phytodetail.php?phyto=jetein
JINKOHOL,https://neist.res.in/osadhi/phytodetail.php?phyto=JINKOHOL
JINKOHOL II,https://neist.res.in/osadhi/phytodetail.php?phyto=JINKOHOL+II
Jodrellin T,https://neist.res.in/osadhi/phytodetail.php?phyto=Jodrellin+T
Jolkinolide A,https://neist.res.in/osadhi/phytodetail.php?phyto=Jolkinolide+A+
JOLKINOLIDE B,https://neist.res.in/osadhi/phytodetail.php?phyto=JOLKINOLIDE+B
JSGGALACTURONIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=JSGGALACTURONIC-ACID
JUBANINE A,https://neist.res.in/osadhi/phytodetail.php?phyto=JUBANINE+A
JUBANINE B,https://neist.res.in/osadhi/phytodetail.php?phyto=JUBANINE+B
JUGLANDIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=JUGLANDIC-ACID
Juglanin,https://neist.res.in/osadhi/phytodetail.php?phyto=Juglanin
Juglone,https://neist.res.in/osadhi/phytodetail.php?phyto=Juglone
JUJUBOGENIN,https://neist.res.in/osadhi/phytodetail.php?phyto=JUJUBOGENIN
Jujuboside B,https://neist.res.in/osadhi/phytodetail.php?phyto=Jujuboside+B
JULANDINE,https://neist.res.in/osadhi/phytodetail.php?phyto=JULANDINE
JULIPROSINENE,https://neist.res.in/osadhi/phytodetail.php?phyto=JULIPROSINENE
Junceine,https://neist.res.in/osadhi/phytodetail.php?phyto=Junceine
JUNCUSOL,https://neist.res.in/osadhi/phytodetail.php?phyto=JUNCUSOL
Juncusyl ester B,https://neist.res.in/osadhi/phytodetail.php?phyto=Juncusyl+ester+B
Junenol,https://neist.res.in/osadhi/phytodetail.php?phyto=Junenol+
Juneol,https://neist.res.in/osadhi/phytodetail.php?phyto=Juneol
Junicedranol,https://neist.res.in/osadhi/phytodetail.php?phyto=Junicedranol
JUNIONONE,https://neist.res.in/osadhi/phytodetail.php?phyto=JUNIONONE
Junipediol A,https://neist.res.in/osadhi/phytodetail.php?phyto=Junipediol+A+
JUNIPEGENIN C,https://neist.res.in/osadhi/phytodetail.php?phyto=JUNIPEGENIN+C
JUNIPERCOMNOSIDE A,https://neist.res.in/osadhi/phytodetail.php?phyto=JUNIPERCOMNOSIDE+A
JUNIPERCOMNOSIDE B,https://neist.res.in/osadhi/phytodetail.php?phyto=JUNIPERCOMNOSIDE+B
JUNIPERIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=JUNIPERIC-ACID
Juniperolide,https://neist.res.in/osadhi/phytodetail.php?phyto=Juniperolide
Junosmarin,https://neist.res.in/osadhi/phytodetail.php?phyto=Junosmarin
JUSBETONIN,https://neist.res.in/osadhi/phytodetail.php?phyto=JUSBETONIN
Jusmicranthin,https://neist.res.in/osadhi/phytodetail.php?phyto=Jusmicranthin
Jusmicranthin ethyl ether,https://neist.res.in/osadhi/phytodetail.php?phyto=Jusmicranthin+ethyl+ether
JUSTICIDIN B,https://neist.res.in/osadhi/phytodetail.php?phyto=JUSTICIDIN+B
Justicidin F,https://neist.res.in/osadhi/phytodetail.php?phyto=Justicidin+F
JUSTICIDIN G,https://neist.res.in/osadhi/phytodetail.php?phyto=JUSTICIDIN+G
JUSTICIDIN H,https://neist.res.in/osadhi/phytodetail.php?phyto=JUSTICIDIN+H
Justiciresinol,https://neist.res.in/osadhi/phytodetail.php?phyto=Justiciresinol
Justirumalin,https://neist.res.in/osadhi/phytodetail.php?phyto=Justirumalin
JUSTISOLIN,https://neist.res.in/osadhi/phytodetail.php?phyto=JUSTISOLIN
Juvibione,https://neist.res.in/osadhi/phytodetail.php?phyto=Juvibione
Juziphine,https://neist.res.in/osadhi/phytodetail.php?phyto=Juziphine
K-STROPHANTHIDIN,https://neist.res.in/osadhi/phytodetail.php?phyto=K-STROPHANTHIDIN
K-STROPHANTHIN-BETA,https://neist.res.in/osadhi/phytodetail.php?phyto=K-STROPHANTHIN-BETA
Kadsulactone A,https://neist.res.in/osadhi/phytodetail.php?phyto=Kadsulactone+A
Kadsurin,https://neist.res.in/osadhi/phytodetail.php?phyto=Kadsurin
Kadsurin A,https://neist.res.in/osadhi/phytodetail.php?phyto=Kadsurin+A
Kadzusapogenol A,https://neist.res.in/osadhi/phytodetail.php?phyto=Kadzusapogenol+A
KAEMPFERID,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFERID
KAEMPFERIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFERIDE
"Kaempferide 3,7-diglucoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferide+3%2C7-diglucoside
KAEMPFERIDE 3-GLUCURONIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFERIDE+3-GLUCURONIDE
Kaempferide 3-O- ?-L-arabinofuranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferide+3-O-+%3F-L-arabinofuranoside
Kaempferide 3-rhamnoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferide+3-rhamnoside
KAEMPFERIDE 7-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFERIDE+7-GLUCOSIDE
Kaempferide triglycoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferide+triglycoside+
KAEMPFERIDE-TRIGLYCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFERIDE-TRIGLYCOSIDE
KAEMPFERIN,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFERIN
KAEMPFERITRIN,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFERITRIN
KAEMPFEROL,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL
"Kaempferol 3,4-O-di-O-bD-glucoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3%2C4-O-di-O-bD-glucoside
"Kaempferol 3,5-dimethyl ether",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3%2C5-dimethyl+ether
"Kaempferol 3,7,4'-triglucoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3%2C7%2C4%27-triglucoside
"Kaempferol 3,7,4'-trimethyl ether",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3%2C7%2C4%27-trimethyl+ether+
"Kaempferol 3,7-di-O-glucoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3%2C7-di-O-glucoside
"KAEMPFEROL 3,7-DIGLUCOSIDE",https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL+3%2C7-DIGLUCOSIDE
Kaempferol 3-gentiobioside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-gentiobioside
Kaempferol 3-glucuronide,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-glucuronide+
KAEMPFEROL 3-NEOHESPERIDOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL+3-NEOHESPERIDOSIDE
"Kaempferol 3-O-(2,6-diOE-p-coumaryl)- ?-Dgalactopyranoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-%282%2C6-diOE-p-coumaryl%29-+%3F-Dgalactopyranoside
KAEMPFEROL 3-O-(6''-O-ACETYL)GLUCOSIDE-7-O-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL+3-O-%286%27%27-O-ACETYL%29GLUCOSIDE-7-O-RHAMNOSIDE
Kaempferol 3-O-(6?-O-acetylglucoside),https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-%286%3F-O-acetylglucoside%29
Kaempferol 3-O-(6?-O-acetylglucoside)-7-O-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-%286%3F-O-acetylglucoside%29-7-O-glucoside
Kaempferol 3-O-(6?-O-acetylglucoside)-7-O-rhamnoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-%286%3F-O-acetylglucoside%29-7-O-rhamnoside
Kaempferol 3-O-?-D-glucopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-%3F-D-glucopyranoside
Kaempferol 3-O-?-D-Rutinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-%3F-D-Rutinoside
Kaempferol 3-O-?-D-sophoroside-7-O-?-D-glucopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-%3F-D-sophoroside-7-O-%3F-D-glucopyranoside
Kaempferol 3-O-arabinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-arabinoside+
Kaempferol 3-o-beta-D-(6''-o-malonyl)-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-o-beta-D-%286%27%27-o-malonyl%29-glucoside
kaempferol 3-O-beta-D-galactoside(1-),https://neist.res.in/osadhi/phytodetail.php?phyto=kaempferol+3-O-beta-D-galactoside%281-%29
kaempferol 3-O-beta-D-glucopyranosyl-7-O-alpha-L-rhamnopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=kaempferol+3-O-beta-D-glucopyranosyl-7-O-alpha-L-rhamnopyranoside
Kaempferol 3-O-beta-D-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-beta-D-glucoside
Kaempferol 3-O-Glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-Glucoside
Kaempferol 3-O-glucoside-7-O-rhamnoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-glucoside-7-O-rhamnoside
Kaempferol 3-O-Rutinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-Rutinoside
Kaempferol 3-O-Rutinoside-7-O-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-Rutinoside-7-O-glucoside
Kaempferol 3-O-sophoroside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-sophoroside
Kaempferol 3-O-sulfate,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O-sulfate
kaempferol 3-O-[alpha-L-rhamnopyranosyl(1->2)-beta-D-glucopyranosyl]-7-O-alpha-L-rhamnopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=kaempferol+3-O-%5Balpha-L-rhamnopyranosyl%281-%3E2%29-beta-D-glucopyranosyl%5D-7-O-alpha-L-rhamnopyranoside
Kaempferol 3-O?-Dgalactopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-O%3F-Dgalactopyranoside
Kaempferol 3-Ob-Sophoroside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-Ob-Sophoroside
Kaempferol 3-rhamnoside-4'-xyloside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-rhamnoside-4%27-xyloside
Kaempferol 3-rhamnoside-7-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-rhamnoside-7-glucoside
Kaempferol 3-rhamnosyldiglucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-rhamnosyldiglucoside
kaempferol 3-rutinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=kaempferol+3-rutinoside
Kaempferol 3-sambubioside-7-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+3-sambubioside-7-glucoside
Kaempferol 4'-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+4%27-glucoside+
Kaempferol 4-O-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+4-O-glucoside
Kaempferol 5-methyl ether,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+5-methyl+ether
kaempferol 7-O-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=kaempferol+7-O-glucoside+
Kaempferol 7-sophoroside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol+7-sophoroside
"kaempferol-3,4'-di-o-beta-d-glucoside",https://neist.res.in/osadhi/phytodetail.php?phyto=kaempferol-3%2C4%27-di-o-beta-d-glucoside
"Kaempferol-3,7-Alpha-L-Dirhamnoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3%2C7-Alpha-L-Dirhamnoside
"Kaempferol-3,7-Diglucoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3%2C7-Diglucoside
"Kaempferol-3,7-ß-L-dirhamnoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3%2C7-%C3%9F-L-dirhamnoside
Kaempferol-3- O-Rutinoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-+O-Rutinoside
Kaempferol-3-0-(3-0- acetyl- ?-L-rhamnopyra-noside),https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-0-%283-0-+acetyl-+%3F-L-rhamnopyra-noside%29
Kaempferol-3-0-(3-0-acetyl- ?-L-rhamnopyranoside),https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-0-%283-0-acetyl-+%3F-L-rhamnopyranoside%29
Kaempferol-3-0-(4-0-acetyl- ?-L-rhamnopyranoside),https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-0-%284-0-acetyl-+%3F-L-rhamnopyranoside%29
Kaempferol-3-Alpha-L-Arabofuranoside-7-Alpha-L-Rhamnofuranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-Alpha-L-Arabofuranoside-7-Alpha-L-Rhamnofuranoside
KAEMPFEROL-3-ARABINOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-ARABINOSIDE
KAEMPFEROL-3-BETA-MONOGLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-BETA-MONOGLUCOSIDE
KAEMPFEROL-3-GALACTOSIDE-7-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-GALACTOSIDE-7-RHAMNOSIDE
KAEMPFEROL-3-GLUCO-7-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-GLUCO-7-RHAMNOSIDE
KAEMPFEROL-3-GLUCO-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-GLUCO-RHAMNOSIDE
KAEMPFEROL-3-GLUCORHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-GLUCORHAMNOSIDE
Kaempferol-3-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-glucoside
KAEMPFEROL-3-GLUCOSIDE-7-RHAMNOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-GLUCOSIDE-7-RHAMNOSIDE
KAEMPFEROL-3-GLUCOSYL-(1-3)-RHAMNOSYL-(1-6)-GALACTOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-GLUCOSYL-%281-3%29-RHAMNOSYL-%281-6%29-GALACTOSIDE
KAEMPFEROL-3-GLUCURONIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-GLUCURONIDE
Kaempferol-3-L-rhamno-D-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-L-rhamno-D-glucoside
Kaempferol-3-O- ?-L-rhamnopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-+%3F-L-rhamnopyranoside
"Kaempferol-3-O-(2,6- di-O-p-trans-coumaroyl)- ?-glucoside",https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%282%2C6-+di-O-p-trans-coumaroyl%29-+%3F-glucoside
KAEMPFEROL-3-O-2'-6'-DI-O-RHAMNOPYRANOSYL-GLUCOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=KAEMPFEROL-3-O-2%27-6%27-DI-O-RHAMNOPYRANOSYL-GLUCOPYRANOSIDE
Kaempferol-3-O-?-D-glucopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-D-glucopyranoside
Kaempferol-3-O-?-D-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-D-glucoside
Kaempferol-3-O-?-D-glucoside-7-O-?-L-arabinofuranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-D-glucoside-7-O-%3F-L-arabinofuranoside
Kaempferol-3-O-?-D-glucoside-7-O-?-Larabinofuranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-D-glucoside-7-O-%3F-Larabinofuranoside
Kaempferol-3-O-?-L-rhamnopyranoside,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-L-rhamnopyranoside
Kaempferol-3-O-?-L-rhamnopyranosyl-7-O-?-D4C1-arabinopyranoside- 4'- methyl ether,https://neist.res.in/osadhi/phytodetail.php?phyto=Kaempferol-3-O-%3F-L-rhamnopyranosyl-7-O-%3F-D4C1-arabinopyranoside-+4%27-+methyl+ether
